Academic Year,TAP Sector Group,Scholarship Name,Scholarship Headcount,Scholarship FTE,Scholarship Dollars
2009,2-CUNY CC,NYS Scholarships for Academic Excellence,168,124.50,85505.00
2009,8-OTHER,NYS Scholarships for Academic Excellence,3,3.00,2450.00
2009,1-CUNY SR,NYS Scholarships for Academic Excellence,2207,1991.00,1386700.00
2009,6-BUS. DEGREE,NYS Scholarships for Academic Excellence,96,92.33,57411.52
2009,3-SUNY SO,NYS Scholarships for Academic Excellence,4819,4608.92,3165030.05
2009,5-INDEPENDENT,NYS Scholarships for Academic Excellence,9105,8729.08,6427121.28
2009,4-SUNY CC,NYS Scholarships for Academic Excellence,489,405.75,276482.50
2009,2-CUNY CC,NYS World Trade Center Memorial Scholarship,12,9.00,64105.72
2009,1-CUNY SR,NYS World Trade Center Memorial Scholarship,43,34.25,365210.65
2009,6-BUS. DEGREE,NYS World Trade Center Memorial Scholarship,23,19.17,255807.72
2009,3-SUNY SO,NYS World Trade Center Memorial Scholarship,154,139.50,2252587.18
2009,5-INDEPENDENT,NYS World Trade Center Memorial Scholarship,323,300.75,4684970.07
2009,4-SUNY CC,NYS World Trade Center Memorial Scholarship,88,66.75,673259.72
2009,8-OTHER,New York  Lottery - Leaders of Tomorrow Scholarship,1,1.00,1250.00
2009,6-BUS. DEGREE,New York  Lottery - Leaders of Tomorrow Scholarship,21,21.17,25958.35
2009,3-SUNY SO,New York  Lottery - Leaders of Tomorrow Scholarship,1127,1021.50,1226500.00
2009,5-INDEPENDENT,New York  Lottery - Leaders of Tomorrow Scholarship,2022,1889.17,2266042.20
2009,1-CUNY SR,New York  Lottery - Leaders of Tomorrow Scholarship,281,240.00,289875.00
2009,4-SUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,154,127.00,157125.00
2009,2-CUNY CC,New York  Lottery - Leaders of Tomorrow Scholarship,27,20.50,25625.00
2009,3-SUNY SO,Senator Patricia K. McGee Nursing Faculty Scholarship,14,7.96,221086.56
2009,5-INDEPENDENT,Senator Patricia K. McGee Nursing Faculty Scholarship,76,48.00,1154880.76
2009,1-CUNY SR,Senator Patricia K. McGee Nursing Faculty Scholarship,5,2.79,74035.86
2009,8-OTHER,Veterans Tuition Awards,2,1.08,3080.87
2009,3-SUNY SO,Veterans Tuition Awards,585,447.50,1968424.17
2009,6-BUS. DEGREE,Veterans Tuition Awards,149,111.46,515421.14
2009,5-INDEPENDENT,Veterans Tuition Awards,351,252.54,1195516.99
2009,1-CUNY SR,Veterans Tuition Awards,305,202.08,720155.76
2009,4-SUNY CC,Veterans Tuition Awards,730,541.04,1670274.97
2009,2-CUNY CC,Veterans Tuition Awards,85,55.38,131649.33
